Study Cases\01- Load Flow\All calculations.ElmRes	Nine-bus System\G2.ElmSym
b:tnow in s	s:xspeed in p.u.
7.841667	1.562736
7.851667	1.563232
7.861667	1.564224
7.871667	1.564795
7.881667	1.565318
7.891667	1.566301
7.901667	1.566827
7.911667	1.567354
7.921667	1.568306
7.931667	1.568776
7.941667	1.569324
7.951667	1.570262
7.961667	1.570708
7.971667	1.571316
7.981667	1.572262
7.991667	1.572703
8.001667	1.573388
8.011667	1.574321
8.021667	1.574742
8.031667	1.575477
8.041667	1.576353
8.051667	1.576732
8.061667	1.577500
8.071667	1.578298
8.081667	1.578658
8.091667	1.579477
8.101667	1.580216
8.111667	1.580609
8.121667	1.581504
8.131667	1.582191
8.141667	1.582644
8.151667	1.583590
8.161667	1.584198
8.171667	1.584703
8.181667	1.585644
8.191667	1.586145
8.201667	1.586703
8.211667	1.587605
8.221667	1.588025
8.231667	1.588673
8.241667	1.589539
8.251667	1.589938
8.261667	1.590710
8.271667	1.591524
8.281667	1.591939
8.291667	1.592809
8.301667	1.593518
8.311667	1.593959
8.321667	1.594864
8.331667	1.595434
8.341667	1.595928
8.351667	1.596826
8.361667	1.597285
8.371667	1.597892
8.381667	1.598768
8.391667	1.599185
8.401667	1.599941
8.411667	1.600751
8.421667	1.601175
8.431667	1.602040
8.441667	1.602718
8.451667	1.603176
8.461667	1.604072
8.471667	1.604592
8.481667	1.605136
8.491667	1.606006
8.501667	1.606427
8.511667	1.607119
8.521667	1.607930
8.531667	1.608346
8.541667	1.609189
8.551667	1.609883
8.561667	1.610360
8.571667	1.611265
8.581667	1.611798
8.591667	1.612372
8.601667	1.613230
8.611667	1.613638
8.621667	1.614348
8.631667	1.615097
8.641667	1.615506
8.651667	1.616356
8.661667	1.616976
8.671667	1.617502
8.681667	1.618406
8.691667	1.618895
8.701667	1.619572
8.711667	1.620386
8.721667	1.620795
8.731667	1.621592
8.741667	1.622226
8.751667	1.622684
8.761667	1.623544
8.771667	1.624030
8.781667	1.624664
8.791667	1.625495
8.801667	1.625932
8.811667	1.626747
8.821667	1.627427
8.831667	1.627918
8.841667	1.628789
8.851667	1.629275
8.861666	1.629898
8.871666	1.630682
8.881666	1.631085
8.891666	1.631872
8.901666	1.632502
8.911666	1.633006
8.921666	1.633880
8.931666	1.634370
8.941666	1.635068
8.951666	1.635849
8.961666	1.636291
8.971666	1.637117
8.981666	1.637683
8.991666	1.638219
9.001666	1.639034
9.011666	1.639457
9.021666	1.640187
9.031666	1.640876
9.041666	1.641353
9.051666	1.642216
9.061666	1.642738
9.071666	1.643399
9.081666	1.644187
9.091666	1.644626
9.101666	1.645430
9.111666	1.645996
9.121666	1.646531
9.131666	1.647332
9.141666	1.647761
9.151666	1.648505
9.161666	1.649169
9.171666	1.649678
9.181666	1.650531
9.191666	1.651026
9.201666	1.651730
9.211666	1.652455
9.221666	1.652912
9.231666	1.653724
9.241666	1.654219
9.251666	1.654833
9.261666	1.655574
9.271666	1.656013
9.281666	1.656820
9.291666	1.657385
9.301666	1.657996
9.311666	1.658797
9.321666	1.659259
9.331666	1.660050
9.341666	1.660632
9.351666	1.661184
9.361666	1.661958
9.371666	1.662385
9.381666	1.663132
9.391666	1.663727
9.401666	1.664275
9.411666	1.665082
9.421666	1.665552
9.431666	1.666325
9.441666	1.666953
9.451666	1.667504
9.461666	1.668296
9.471666	1.668739
9.481666	1.669469
9.491666	1.670058
9.501666	1.670586
9.511666	1.671364
9.521666	1.671822
9.531666	1.672585
9.541666	1.673201
9.551666	1.673779
9.561666	1.674569
9.571666	1.675034
9.581666	1.675792
9.591666	1.676355
9.601666	1.676916
9.611666	1.677652
9.621666	1.678096
9.631666	1.678861
9.641666	1.679412
9.651666	1.680037
9.661666	1.680784
9.671666	1.681274
9.681666	1.682069
9.691666	1.682590
9.701666	1.683236
9.711666	1.683909
9.721666	1.684382
9.731666	1.685144
9.741666	1.685617
9.751666	1.686309
9.761666	1.686953
9.771666	1.687499
9.781666	1.688285
9.791666	1.688773
9.801666	1.689522
9.811666	1.690099
9.821666	1.690676
9.831666	1.691388
9.841666	1.691842
9.851666	1.692589
9.861666	1.693098
9.871666	1.693751
9.881666	1.694430
9.891666	1.694958
9.901666	1.695741
9.911666	1.696237
9.921666	1.696960
9.931666	1.697545
9.941666	1.698107
9.951666	1.698812
9.961666	1.699271
9.971666	1.700012
9.981666	1.700525
9.991666	1.701190
10.001666	1.701854
10.011666	1.702401
10.021666	1.703165
10.031666	1.703655
10.041666	1.704382
10.051666	1.704928
10.061666	1.705522
10.071666	1.706187
10.081666	1.706672
10.091666	1.707414
10.101666	1.707909
10.111666	1.708622
10.121666	1.709227
10.131666	1.709829
10.141666	1.710543
10.151666	1.711039
10.161666	1.711774
10.171666	1.712259
10.181666	1.712922
10.191666	1.713505
10.201666	1.714065
10.211666	1.714772
10.221666	1.715276
10.231666	1.716030
10.241666	1.716556
10.251666	1.717246
10.261666	1.717851
10.271666	1.718416
10.281666	1.719098
10.291666	1.719576
10.301666	1.720288
10.311666	1.720783
10.321666	1.721463
10.331666	1.722060
10.341666	1.722664
10.351666	1.723363
10.361666	1.723886
10.371666	1.724616
10.381666	1.725108
10.391666	1.725787
10.401666	1.726328
10.411666	1.726922
10.421666	1.727563
10.431666	1.728092
10.441666	1.728814
10.451666	1.729328
10.461666	1.730054
10.471666	1.730600
10.481666	1.731251
10.491666	1.731854
10.501666	1.732404
10.511666	1.733067
10.521666	1.733557
10.531666	1.734258
10.541666	1.734766
10.551666	1.735460
10.561666	1.736037
10.571666	1.736671
10.581666	1.737318
10.591666	1.737865
10.601666	1.738548
10.611666	1.739036
10.621666	1.739718
10.631666	1.740218
10.641666	1.740877
10.651666	1.741451
10.661666	1.742067
10.671666	1.742724
10.681666	1.743283
10.691666	1.743979
10.701666	1.744488
10.711666	1.745173
10.721666	1.745672
10.731666	1.746318
10.741666	1.746868
10.751666	1.747472
10.761666	1.748104
10.771666	1.748671
10.781666	1.749362
10.791666	1.749895
10.801666	1.750591
10.811666	1.751102
10.821666	1.751760
10.831666	1.752286
10.841666	1.752897
10.851666	1.753483
10.861666	1.754060
10.871666	1.754716
10.881666	1.755268
10.891666	1.755961
10.901666	1.756490
10.911666	1.757171
10.921666	1.757687
10.931666	1.758326
10.941666	1.758864
10.951666	1.759464
10.961666	1.760060
10.971666	1.760637
10.981666	1.761294
10.991666	1.761849
11.001666	1.762532
11.011666	1.763060
11.021666	1.763728
11.031666	1.764239
11.041666	1.764875
11.051666	1.765406
11.061666	1.766018
11.071666	1.766604
11.081666	1.767201
11.091666	1.767840
11.101666	1.768412
11.111666	1.769072
11.121666	1.769605
11.131666	1.770257
11.141666	1.770762
11.151666	1.771402
11.161666	1.771920
11.171666	1.772557
11.181666	1.773120
11.191666	1.773752
11.201666	1.774355
11.211666	1.774956
11.221666	1.775575
11.231666	1.776127
11.241666	1.776748
11.251666	1.777267
11.261666	1.777900
11.271666	1.778422
11.281666	1.779077
11.291666	1.779621
11.301666	1.780283
11.311666	1.780842
11.321666	1.781478
11.331666	1.782036
11.341666	1.782630
11.351666	1.783193
11.361666	1.783762
11.371666	1.784357
11.381666	1.784923
11.391666	1.785558
11.401666	1.786124
11.411666	1.786775
11.421666	1.787323
11.431666	1.787960
11.441666	1.788481
11.451666	1.789102
11.461666	1.789620
11.471666	1.790241
11.481666	1.790787
11.491666	1.791420
11.501666	1.791994
11.511666	1.792621
11.521666	1.793203
11.531666	1.793796
11.541666	1.794370
11.551666	1.794931
11.561666	1.795512
11.571666	1.796067
11.581666	1.796677
11.591666	1.797243
11.601666	1.797879
11.611666	1.798444
11.621666	1.799077
11.631666	1.799619
11.641666	1.800233
11.651666	1.800754
11.661666	1.801361
11.671666	1.801891
11.681666	1.802512
11.691666	1.803068
11.701666	1.803703
11.711666	1.804269
11.721666	1.804891
11.731666	1.805446
11.741666	1.806038
11.751666	1.806582
11.761666	1.807162
11.771666	1.807721
11.781666	1.808313
11.791666	1.808901
11.801666	1.809503
11.811666	1.810101
11.821666	1.810687
11.831666	1.811272
11.841666	1.811829
11.851666	1.812403
11.861666	1.812952
11.871666	1.813538
11.881666	1.814103
11.891666	1.814715
11.901666	1.815291
11.911666	1.815906
11.921666	1.816468
11.931666	1.817065
11.941666	1.817602
11.951666	1.818187
11.961666	1.818722
11.971666	1.819319
11.981666	1.819874
11.991666	1.820493
12.001666	1.821060
12.011666	1.821677
12.021666	1.822229
12.031666	1.822825
12.041666	1.823354
12.051666	1.823940
12.061666	1.824473
12.071666	1.825074
12.081666	1.825630
12.091666	1.826249
12.101666	1.826813
12.111666	1.827426
12.121666	1.827972
12.131666	1.828562
12.141666	1.829090
12.151666	1.829674
12.161666	1.830211
12.171666	1.830813
12.181666	1.831372
12.191666	1.831990
12.201666	1.832551
12.211666	1.833158
12.221666	1.833699
12.231666	1.834283
12.241666	1.834809
12.251666	1.835393
12.261666	1.835934
12.271666	1.836539
12.281666	1.837099
12.291666	1.837715
12.301666	1.838272
12.311666	1.838871
12.321666	1.839405
12.331666	1.839984
12.341666	1.840510
12.351666	1.841096
12.361666	1.841641
12.371666	1.842248
12.381666	1.842810
12.391666	1.843419
12.401666	1.843973
12.411666	1.844559
12.421666	1.845091
12.431666	1.845662
12.441666	1.846195
12.451666	1.846778
12.461666	1.847335
12.471666	1.847935
12.481666	1.848505
12.491666	1.849097
12.501666	1.849653
12.511666	1.850219
12.521666	1.850759
12.531666	1.851315
12.541666	1.851868
12.551666	1.852439
12.561666	1.853019
12.571666	1.853599
12.581666	1.854186
12.591666	1.854748
12.601666	1.855318
12.611666	1.855854
12.621666	1.856418
12.631666	1.856951
12.641666	1.857538
12.651666	1.858088
12.661666	1.858699
12.671666	1.859250
12.681666	1.859856
12.691666	1.860384
12.701666	1.860970
12.711666	1.861480
12.721666	1.862068
12.731666	1.862589
12.741666	1.863198
12.751666	1.863740
12.761666	1.864358
12.771666	1.864898
12.781666	1.865493
12.791666	1.866014
12.801666	1.866586
12.811666	1.867108
12.821666	1.867681
12.831666	1.868233
12.841666	1.868817
12.851666	1.869392
12.861666	1.869964
12.871666	1.870535
12.881666	1.871072
12.891666	1.871634
12.901666	1.872153
12.911666	1.872735
12.921666	1.873263
12.931666	1.873876
12.941666	1.874411
12.951666	1.875032
12.961666	1.875549
12.971666	1.876149
12.981666	1.876645
12.991666	1.877233
13.001666	1.877739
13.011666	1.878337
13.021666	1.878876
13.031666	1.879478
13.041666	1.880032
13.051666	1.880605
13.061666	1.881154
13.071666	1.881688
13.081666	1.882243
13.091666	1.882764
13.101666	1.883355
13.111666	1.883883
13.121666	1.884505
13.131666	1.885025
13.141666	1.885643
13.151666	1.886139
13.161666	1.886734
13.171666	1.887222
13.181666	1.887813
13.191666	1.888330
13.201666	1.888927
13.211666	1.889479
13.221666	1.890057
13.231666	1.890622
13.241666	1.891154
13.251666	1.891720
13.261666	1.892218
13.271666	1.892810
13.281666	1.893310
13.291666	1.893936
13.301666	1.894446
13.311666	1.895077
13.321666	1.895579
13.331666	1.896176
13.341666	1.896673
13.351666	1.897237
13.361666	1.897765
13.371666	1.898317
13.381666	1.898898
13.391666	1.899436
13.401666	1.900048
13.411666	1.900548
13.421666	1.901156
13.431666	1.901624
13.441666	1.902228
13.451666	1.902707
13.461666	1.903317
13.471666	1.903838
13.481666	1.904434
13.491666	1.904988
13.501666	1.905531
13.511666	1.906098
13.521666	1.906589
13.531666	1.907180
13.541666	1.907655
13.551666	1.908284
13.561666	1.908776
13.571666	1.909411
13.581666	1.909915
13.591666	1.910506
13.601666	1.911020
13.611666	1.911553
13.621666	1.912106
13.631666	1.912609
13.641666	1.913222
13.651666	1.913717
13.661666	1.914360
13.671666	1.914840
13.681666	1.915456
13.691666	1.915932
13.701666	1.916502
13.711666	1.917018
13.721666	1.917557
13.731666	1.918144
